Index; Block; Block Patterns; Nonce; Nonce Patterns; Traits; Powers [Luck,Health,Stealth,Magic,Agility,Defense,Strength,Crafting]; oneOfOneTrait;
20;479827;[gematria_1,gematria_37];3597141170;[gematria_2,gematria_38,repeat_2_1,contains_70];[No Back Props,White,Healing Potion Belt,Miners Cap,Blue Eyes,Teeth,Drill,Pirate,Black Wolf,No Lasers];[0,5,2,0,8,3,0,4];
21;479828;[gematria_2,gematria_38];1329496425;[gematria_9,gematria_45,multiple_45,multiple_75,multiple_225];[Bag,Green,Rainbow,Rooster,Open,Tongue,Pink,Logo,Axe,No Lasers];[4,6,2,2,0,2,5,0];
22;479829;[gematria_3,gematria_39];2454252038;[gematria_8,gematria_35];[Bag,Orange,Naked,Candle,Green Eyes,Open Mouth,Yellow Nose,Smoke,Bat,No Lasers];[4,6,2,3,6,0,0,2];
23;479830;[gematria_4,gematria_31];3596080013;[gematria_8,gematria_35,repeat_2_0];[No Back Props,White,Naked,Bald,Sun Glasses,Tooth,Cream,Pirate,Black Wolf,No Lasers];[6,2,2,0,10,0,0,2];
24;479831;[gematria_5,gematria_32,multiple_181];91574130;[gematria_3,gematria_30];[No Back Props,White,Healing Potion Belt,Short Hair,Green Goggles,Tooth,Wiggle,Pirate,No Foreground,No Lasers,Rainbow Nose];[12,4,4,0,7,0,0,2];
25;479832;[gematria_6,gematria_33];2447144173;[fibonacci_3,gematria_1,gematria_37,repeat_2_4,perfect_square_3];[No Back Props,Mint,Healing Potion Belt,Short Hair,Blue Eyes,Teeth,Drill,Yellow Bone,Bat,No Lasers];[0,5,4,0,5,3,2,2];
26;479833;[gematria_7,gematria_34,repeat_2_3];658317339;[gematria_9,gematria_45,repeat_2_3,multiple_57,multiple_59,multiple_69,multiple_177,multiple_531];[No Back Props,Orange,Jade,Samurai,Happy,Small Tusk,Wooden,Smoke,Pickaxe,No Lasers,Striped];[0,5,9,6,2,0,3,2];
27;479834;[gematria_8,gematria_35,multiple_58];2707928568;[gematria_9,gematria_54,contains_70];[Bag,Black,Grey Suit,Spikes,Red Eyes,Tongue,Drill,No Earrings,No Foreground,No Lasers,Tiger];[2,3,4,5,2,6,0,2];
28;479835;[gematria_9,gematria_36,multiple_45];3385697374;[gematria_1,gematria_55,repeat_2_3,perfect_square_5];[Arrows,Red,Jade,Samurai,Open,Teeth,Bandage,Cross,Axe,No Lasers,Sword];[0,4,4,3,2,3,9,0];
29;479836;[gematria_1,gematria_37];2245758623;[gematria_8,gematria_44,repeat_2_2];[No Back Props,Mint,Red Suit,Spikes,Green Eyes,Open Mouth,Bandage,Yellow Bone,Oak,No Lasers];[0,10,2,0,2,2,2,0];
30;479837;[gematria_2,gematria_38,multiple_43];2345673682;[gematria_1,gematria_46,multiple_53,multiple_74];[Bag,Mint,Red Suit,Light Bulb,Green Goggles,Teeth,Bandage,Yellow Bone,Axe,No Lasers,Yellow Skull Earrings];[7,6,2,0,0,3,3,5];
31;479838;[gematria_3,gematria_39];3226201362;[gematria_9,gematria_27,repeat_2_2];[Bag,Green,Jade,Miners Cap,Lazy,Open Mouth,Cream,Logo,Oak,No Lasers];[2,7,2,3,2,2,0,2];
32;479839;[gematria_4,gematria_40];3340760281;[gematria_7,gematria_34,repeat_2_3];[Arrows,Mint,Compass,Bald,Glasses,Open Mouth,Red Nose,Yellow Bone,Axe,No Lasers,Go Green];[6,8,2,0,2,0,5,2];
33;479840;[gematria_5,gematria_32,multiple_40,multiple_80];103794388;[gematria_7,gematria_43,repeat_2_8,multiple_227];[Bag,Black,Jade,Short Hair,Open,Open Mouth,Green Nose,No Earrings,Shield,No Lasers,Cow,Gardener];[5,3,4,0,0,7,7,6];
34;479841;[gematria_6,gematria_33,multiple_521,multiple_921,perfect_square_3];689265976;[gematria_4,gematria_58,multiple_56,multiple_929];[No Back Props,Red,Dead Dwarf,Punk,Glasses,Open Mouth,Pink,Cross,Pickaxe,No Lasers];[2,9,2,0,2,0,6,2];
35;479842;[gematria_7,gematria_34,multiple_187];1587836889;[gematria_9,gematria_63,repeat_2_8,multiple_41,perfect_square_4];[No Back Props,Red,I Love Goblins,Rooster,Yellow Eyes,Small Tusk,Drill,Cross,Black Wolf,No Lasers,White Wolf];[7,6,2,10,2,0,0,2];
36;479843;[gematria_8,gematria_35,multiple_91];813022632;[gematria_9,gematria_27,repeat_2_2];[Bag,Grey,Red Suit,Candle,Red Eyes,Tooth,Green Nose,Arrow,Shield,No Lasers,Monocle];[7,4,2,0,2,3,0,10];
37;479844;[gematria_9,gematria_36,repeat_2_4,multiple_54,multiple_81,multiple_108,multiple_324];2328746577;[gematria_6,gematria_51,repeat_2_7,multiple_41];[Arrows,Green,Grey Suit,Rooster,Blue Eyes,Open Mouth,Wooden,Logo,Axe,No Lasers,Skull Belt,Nose Ring,Golden Chain,Skull Earrings];[11,6,2,0,2,7,3,0];
38;479845;[gematria_1,gematria_37,multiple_95];2736687402;[gematria_9,gematria_45,repeat_2_6];[Bag,Lime,Rainbow,Samurai,Sun Glasses,Teeth,Cream,Bone,No Foreground,No Lasers,Rainbow Joint];[2,2,4,2,4,2,0,9];
39;479846;[gematria_2,gematria_38,multiple_79];1222838238;[gematria_3,gematria_39,repeat_2_2,repeat_3_2];[Bag,Green,Compass,Spikes,Yellow Eyes,Small Tusk,Mechanic,Logo,Oak,No Lasers,Scarf];[2,6,2,7,0,4,0,3];
40;479847;[gematria_3,gematria_39,multiple_59,multiple_177];4056373717;[gematria_7,gematria_43];[Arrows,Orange,Tattoos,Light Bulb,Green Goggles,Small Tusk,Cream,Smoke,No Foreground,No Lasers,Calico,Wizard Hat];[2,3,6,13,6,0,0,2];
41;479848;[gematria_4,gematria_40];1555836880;[gematria_4,gematria_49,repeat_2_5,repeat_3_5,repeat_2_8,multiple_40,multiple_52,multiple_80,multiple_104,multiple_520];[No Back Props,Orange,I Love Goblins,Rooster,Yellow Eyes,Small Tusk,Bandage,Smoke,Black Wolf,No Lasers,Go Green];[6,8,2,3,5,0,0,0];
42;479849;[gematria_5,gematria_41];3467944933;[gematria_7,gematria_52,repeat_2_3,repeat_2_4];[No Back Props,Pantone,Dead Dwarf,Short Hair,Blue Eyes,Tongue,Drill,Spear,Bat,No Lasers,Ruby];[0,13,4,0,8,0,0,2];
43;479850;[gematria_6,gematria_33,multiple_42,multiple_50,multiple_75,multiple_105,multiple_525];202070238;[gematria_6,gematria_24,multiple_53,contains_70];[Bag,Black,Compass,Bald,Green Goggles,Tooth,Mechanic,No Earrings,Oak,No Lasers,Pirate Hat,Angelite,Robot Hand,Sapphire];[4,2,9,7,8,0,0,13];
44;479851;[gematria_7,gematria_34,multiple_101];11254441;[gematria_4,gematria_22,repeat_2_1,repeat_2_4,repeat_3_4,perfect_square_3,perfect_square_5];[Arrows,Grey,Rainbow,Short Hair,Green Eyes,Open Mouth,Wiggle,Arrow,Oak,No Lasers,Coal];[0,6,4,2,4,0,0,6];
45;479852;[gematria_8,gematria_35];4172741125;[gematria_7,gematria_34,repeat_2_1];[Bag,Purple,Healing Potion Belt,Miners Cap,Blue Eyes,Open Mouth,Mechanic,Spike,Shield,No Lasers];[2,8,2,0,0,6,0,5];
46;479853;[gematria_9,gematria_36,multiple_99,multiple_333];590695332;[gematria_6,gematria_42,repeat_2_3,multiple_57,multiple_76,multiple_228];[Bag,White,Jade,Punk,Open,Teeth,Red Nose,Pirate,Black Wolf,No Lasers,Bone Nose];[2,4,2,3,6,11,2,0];
47;479854;[gematria_1,gematria_37];3465246187;[gematria_1,gematria_46,multiple_221];[Arrows,Pantone,Healing Potion Belt,Rooster,Blue Eyes,Open Mouth,Bandage,Spear,Bat,No Lasers];[2,10,2,0,8,0,0,0];
48;479855;[gematria_2,gematria_38,repeat_2_5];1955622687;[gematria_6,gematria_51,repeat_2_2,repeat_2_5];[Arrows,Orange,Red Suit,Candle,Red Eyes,Teeth,Bandage,Smoke,Oak,No Lasers,Bowl Hat];[5,7,2,3,2,3,0,0];
49;479856;[gematria_3,gematria_39,multiple_39,multiple_48,multiple_52,multiple_78,multiple_104];1927167848;[gematria_8,gematria_53,perfect_square_3];[Bag,Green,I Love Goblins,Samurai,Glasses,Teeth,Drill,Logo,Oak,No Lasers,Yellow Skull Belt,Special Glasses,White Beard,Brown Wolf,Golden Loop];[6,2,7,0,0,5,5,9];
50;479857;[gematria_4,gematria_40,multiple_49];506662122;[gematria_3,gematria_30,repeat_2_2,repeat_2_6,repeat_3_6];[Bag,Black,Healing Potion Belt,Candle,Glasses,Teeth,Cream,No Earrings,Black Wolf,No Lasers,Go Green,Horns];[6,2,2,0,5,7,5,2];
51;479858;[gematria_5,gematria_41];3422022925;[gematria_4,gematria_31,repeat_2_2];[Bag,Green,Dead Dwarf,Candle,Red Eyes,Tooth,Mechanic,Logo,Bat,No Lasers,Ruby];[4,11,2,0,3,2,0,5];
52;479859;[gematria_6,gematria_42,multiple_51,multiple_97];2527796428;[gematria_7,gematria_52,repeat_2_7];[Bag,Green,Rainbow,Rooster,Open,Open Mouth,Drill,Logo,Black Wolf,No Lasers,Crude Hoody,Tusk,Carrot];[4,9,2,10,3,2,5,0];
53;479860;[gematria_7,gematria_34];2947716616;[gematria_4,gematria_49,repeat_2_6,repeat_2_7,multiple_46,multiple_52,multiple_92,multiple_104,multiple_184];[No Back Props,Mint,Red Suit,Rooster,Happy,Open Mouth,Drill,Yellow Bone,Oak,No Lasers];[2,9,2,0,2,0,2,2];
54;479861;[gematria_8,gematria_35];2996189387;[gematria_8,gematria_62,repeat_2_9,perfect_square_3];[Arrows,White,Jade,Short Spikes,Sun Glasses,Teeth,Cream,Pirate,Oak,No Lasers];[0,2,2,3,7,5,0,2];
55;479862;[gematria_9,gematria_36,multiple_53];1455113620;[gematria_1,gematria_28,repeat_2_1,repeat_2_5];[No Back Props,Orange,Red Suit,Light Bulb,Happy,Teeth,Bandage,Smoke,Bat,No Lasers,Nose2015];[0,6,2,3,5,3,0,5];
56;479863;[gematria_1,gematria_37];4026511765;[gematria_1,gematria_37,repeat_2_1];[Bag,Green,Tattoos,Miners Cap,Happy,Tooth,Cream,Logo,No Foreground,No Lasers];[6,4,2,0,4,2,0,2];
57;479864;[gematria_2,gematria_38,multiple_41,multiple_44,multiple_56,multiple_76,multiple_77,multiple_82,multiple_88,multiple_328,multiple_532];377738376;[fibonacci_3,gematria_6,gematria_51,repeat_2_7,repeat_3_7];[No Back Props,Purple,Jade,Spikes,Yellow Eyes,Open Mouth,Drill,Spike,Axe,No Lasers,Yellow Hoody,X Earrings,Poison Potion,Martech Hammer,Ancient Staff,Heavy Armor,X];[0,5,13,0,2,9,8,2];
58;479865;[gematria_3,gematria_39];2875439784;[gematria_3,gematria_57,multiple_42,multiple_56,multiple_57,multiple_58,multiple_76,multiple_84,multiple_87,multiple_228,multiple_232,multiple_532,perfect_square_3];[Arrows,Purple,Tattoos,Short Spikes,Yellow Eyes,Tongue,Bandage,Spike,Shield,No Lasers];[2,7,2,0,2,8,0,0];
59;479866;[gematria_4,gematria_40,repeat_2_6];3348690202;[gematria_1,gematria_37,repeat_2_3,multiple_53];[Bag,Mint,Compass,Bald,Open,Teeth,Wooden,Yellow Bone,Axe,No Lasers,Go Green];[8,2,2,0,0,3,7,2];
60;479867;[gematria_5,gematria_41];2090737506;[gematria_3,gematria_39,multiple_39,multiple_78,multiple_429];[No Back Props,White,Grey Suit,Samurai,Yellow Eyes,Open Mouth,Red Nose,Pirate,No Foreground,No Lasers,Ruby];[0,17,4,0,7,0,0,0];
61;479868;[gematria_6,gematria_42];946293277;[gematria_4,gematria_49,repeat_2_7];[Arrows,Mint,Compass,Light Bulb,Open,Open Mouth,Cream,Yellow Bone,Oak,No Lasers,Crude Hoody];[0,5,2,10,4,0,4,3];
62;479869;[gematria_7,gematria_43];907173395;[gematria_8,gematria_44,repeat_2_3];[Bag,Black,Jade,Light Bulb,Green Goggles,Teeth,Drill,No Earrings,Oak,No Lasers,Big Bomb];[0,2,2,3,0,7,0,13];
63;479870;[fibonacci_3,gematria_8,gematria_35,multiple_47,multiple_94,contains_70];413265244;[gematria_4,gematria_31,repeat_2_4,multiple_428];[Arrows,Grey,Compass,Punk,Glasses,Open Mouth,Green Nose,Arrow,Bat,No Lasers,Leather Hat,Fire Eyes,Orange Beard];[3,2,2,0,7,6,6,8];
64;479871;[fibonacci_3,gematria_9,gematria_36,multiple_189];751794804;[gematria_9,gematria_45,multiple_54,multiple_108];[Arrows,Orange,I Love Goblins,Short Hair,Open,Open Mouth,Wiggle,Smoke,No Foreground,No Lasers,Leather Hat,Day Lasers];[12,5,3,3,4,6,2,0];
65;479872;[fibonacci_3,gematria_1,gematria_37,multiple_46,multiple_92,multiple_184,multiple_326];1822103410;[gematria_4,gematria_22,repeat_2_2];[No Back Props,Green,Rainbow,Light Bulb,Lazy,Teeth,Mechanic,Logo,Shield,No Lasers,Leather Hat,Rubix,Patch,Obsidan];[0,2,2,12,2,12,0,10];
66;479873;[fibonacci_3,gematria_2,gematria_38];763562020;[gematria_4,gematria_31,multiple_52,multiple_101];[No Back Props,Pantone,Naked,Candle,Glasses,Tooth,Green Nose,Spear,No Foreground,No Lasers,Leather Hat];[7,2,2,0,7,6,0,2];
67;479874;[fibonacci_3,gematria_3,gematria_39];3401250401;[gematria_2,gematria_20,multiple_323];[Arrows,Black,Rainbow,Bald,Green Eyes,Open Mouth,Wiggle,No Earrings,Bat,No Lasers,Leather Hat];[0,6,5,2,5,10,0,0];
68;479875;[fibonacci_3,gematria_4,gematria_40,multiple_55];2531227548;[gematria_3,gematria_39,repeat_2_2];[Bag,Lime,Grey Suit,Samurai,Red Eyes,Open Mouth,Wiggle,Bone,Black Wolf,No Lasers,Leather Hat,Go Green,Booger];[10,6,2,0,3,8,0,0];
69;479876;[fibonacci_3,gematria_5,gematria_41];1436006490;[gematria_6,gematria_33,repeat_2_0,multiple_51,multiple_85,multiple_93,multiple_102,multiple_183,multiple_186,multiple_527,multiple_930,perfect_square_4];[No Back Props,Lime,Rainbow,Rooster,Lazy,Tooth,Cream,Bone,Bat,No Lasers,Leather Hat,Ruby];[2,12,2,0,7,8,0,0];
70;479877;[fibonacci_3,gematria_6,gematria_42,repeat_2_7,multiple_103];610700846;[fibonacci_3,gematria_5,gematria_32,repeat_2_0,contains_70];[No Back Props,Grey,I Love Goblins,Bald,Lazy,Open Mouth,Red Nose,Arrow,Pickaxe,No Lasers,Leather Hat,Crude Hoody,Golden Diamond];[7,10,2,10,2,6,3,0];
71;479878;[fibonacci_3,gematria_7,gematria_43,multiple_227];2916599142;[gematria_3,gematria_48,repeat_2_9,multiple_57,perfect_square_4];[Bag,Grey,Healing Potion Belt,Short Spikes,Open,Tooth,Cream,Arrow,Oak,No Lasers,Leather Hat,Big Bomb];[2,4,2,0,4,6,2,6];
72;479879;[fibonacci_3,gematria_8,gematria_44];2940552488;[gematria_2,gematria_47,repeat_2_5,repeat_2_8];[Bag,Mint,Rainbow,Candle,Green Eyes,Tooth,Red Nose,Yellow Bone,Oak,No Lasers,Leather Hat];[4,6,2,2,0,6,2,0];
73;479880;[gematria_9,gematria_36,repeat_2_8,multiple_40,multiple_43,multiple_45,multiple_60,multiple_86,multiple_90,multiple_93,multiple_180,multiple_186,multiple_430,multiple_930];3453263026;[gematria_7,gematria_34];[No Back Props,Orange,Naked,Light Bulb,Glasses,Open Mouth,Green Nose,Smoke,Bat,No Lasers,Cow,Yellow Skull Earrings,Sword,Green Hoody,Top Hat,Fronk,Cigar,Golden Tooth,Golden Axe];[24,4,10,0,2,0,15,0];
74;479881;[gematria_1,gematria_37,repeat_2_8];3208602315;[gematria_3,gematria_30];[Bag,Black,Jade,Candle,Lazy,Teeth,Wooden,No Earrings,Oak,No Lasers];[2,4,2,3,0,7,0,4];
75;479882;[gematria_2,gematria_38,repeat_2_8];1286644974;[gematria_6,gematria_51,repeat_2_4,repeat_2_6];[Arrows,Red,Dead Dwarf,Short Hair,Blue Eyes,Teeth,Cream,Cross,Oak,No Lasers];[2,3,4,0,4,3,3,0];
76;479883;[gematria_3,gematria_39,repeat_2_8,multiple_57];1674975564;[gematria_9,gematria_54,repeat_2_5,multiple_54,multiple_108];[Arrows,Purple,Grey Suit,Punk,Green Goggles,Tongue,Yellow Nose,Spike,Pickaxe,No Lasers,Yin Yang];[0,4,4,5,5,3,3,2];
77;479884;[gematria_4,gematria_40,repeat_2_8];545024725;[gematria_7,gematria_34];[Bag,Mint,Tattoos,Short Hair,Red Eyes,Tooth,Bandage,Yellow Bone,Black Wolf,No Lasers,Go Green];[8,5,4,0,3,0,2,0];
78;479885;[gematria_5,gematria_41,repeat_2_8];1611038533;[gematria_4,gematria_31,repeat_2_1,repeat_2_3];[No Back Props,Grey,Grey Suit,Spikes,Yellow Eyes,Tooth,Wiggle,Arrow,Pickaxe,No Lasers,Ruby];[2,11,5,0,4,2,3,0];
79;479886;[gematria_6,gematria_42,repeat_2_8];2391153908;[gematria_5,gematria_41,repeat_2_1,multiple_44,multiple_52,multiple_523];[Bag,White,Dead Dwarf,Light Bulb,Green Eyes,Teeth,Wiggle,Pirate,Axe,No Lasers,Crude Hoody];[2,3,5,10,3,3,3,3];
80;479887;[gematria_7,gematria_43,repeat_2_8];3423085246;[gematria_1,gematria_37,multiple_59];[No Back Props,Green,Compass,Punk,Sun Glasses,Tooth,Green Nose,Logo,Bat,No Lasers,Big Bomb];[5,4,2,0,3,2,0,10];
81;479888;[gematria_8,gematria_44,repeat_2_8,repeat_3_8,multiple_89,multiple_178];3794216972;[gematria_5,gematria_50,multiple_43,multiple_52,multiple_58,multiple_86,multiple_91,multiple_182,perfect_square_3];[Bag,White,Dead Dwarf,Rooster,Happy,Open Mouth,Yellow Nose,Pirate,No Foreground,No Lasers,Elemental,GG,Trump];[12,3,9,9,8,0,3,0];
82;479889;[gematria_9,gematria_45,repeat_2_8];4008260232;[gematria_9,gematria_27,repeat_2_0,multiple_46,multiple_69,multiple_92,multiple_184,multiple_321,multiple_428,perfect_square_3];[Bag,Black,Compass,Bald,Glasses,Open Mouth,Wooden,No Earrings,No Foreground,No Lasers];[4,5,2,0,2,4,0,6];
83;479890;[gematria_1,gematria_37,multiple_74,multiple_185];2572509370;[gematria_4,gematria_40,multiple_95,contains_70];[No Back Props,Purple,Jade,Short Spikes,Lazy,Tooth,Mechanic,Spike,Black Wolf,No Lasers,Sword Foreground,Diamond Hands];[12,4,2,3,2,5,0,3];
84;479891;[gematria_2,gematria_38];824399174;[gematria_2,gematria_47,repeat_2_9,multiple_334];[Arrows,Green,Healing Potion Belt,Short Spikes,Open,Small Tusk,Yellow Nose,Logo,Shield,No Lasers];[0,7,2,0,5,7,2,0];
85;479892;[gematria_3,gematria_39,multiple_42,multiple_58,multiple_84,multiple_87];596864884;[gematria_4,gematria_58,repeat_2_8,multiple_44,multiple_49,multiple_77,multiple_98];[Arrows,White,I Love Goblins,Short Hair,Glasses,Small Tusk,Cream,Pirate,Black Wolf,No Lasers,Pirate Hat,Tiger,Crown,Skull Hat];[11,3,2,5,10,0,0,2];
86;479893;[gematria_4,gematria_40];2851696803;[gematria_3,gematria_48,perfect_square_3];[No Back Props,Orange,I Love Goblins,Rooster,Open,Teeth,Wiggle,Smoke,Shield,No Lasers,Go Green];[6,2,5,3,2,6,2,0];
87;479894;[gematria_5,gematria_41];1441196396;[fibonacci_3,gematria_8,gematria_44,repeat_2_1,repeat_2_4,multiple_83,multiple_332,perfect_square_3];[No Back Props,Mint,Jade,Rooster,Open,Teeth,Wiggle,Yellow Bone,Bat,No Lasers,Ruby];[2,10,5,0,5,3,4,0];
88;479895;[gematria_6,gematria_42,multiple_39,multiple_69,multiple_321];1707431347;[gematria_1,gematria_37,multiple_41,contains_70];[Arrows,Black,Jade,Miners Cap,Yellow Eyes,Tongue,Drill,No Earrings,No Foreground,No Lasers,Crude Hoody,Yellow Skull Belt,Goblin Banner];[0,5,2,10,2,4,6,4];
89;479896;[gematria_7,gematria_43,multiple_223];1402817744;[gematria_2,gematria_38,repeat_2_4,repeat_2_7,perfect_square_4];[Arrows,Black,Tattoos,Samurai,Happy,Small Tusk,Mechanic,No Earrings,Bat,No Lasers,Big Bomb];[2,7,4,0,3,4,0,9];
90;479897;[gematria_8,gematria_44];3367406634;[gematria_6,gematria_42,repeat_2_3,repeat_2_6];[Arrows,Pantone,Red Suit,Rooster,Lazy,Tongue,Drill,Spear,Axe,No Lasers];[2,8,2,0,5,0,3,2];
91;479898;[gematria_9,gematria_45,multiple_54];371132791;[gematria_7,gematria_34,repeat_2_1];[Arrows,Purple,Tattoos,Candle,Yellow Eyes,Teeth,Wiggle,Spike,Axe,No Lasers,Nose Ring];[5,3,2,0,2,6,3,2];
92;479899;[gematria_1,gematria_46,repeat_2_9,multiple_179];2316799973;[gematria_2,gematria_56,repeat_2_9,repeat_3_9];[No Back Props,Grey,Dead Dwarf,Short Spikes,Open,Open Mouth,Cream,Arrow,Axe,No Lasers,Diamond Eyes];[9,5,2,0,6,2,6,0];
93;479900;[gematria_2,gematria_29,repeat_2_0,repeat_2_9,multiple_50,multiple_100,perfect_square_3];829671147;[gematria_9,gematria_45,repeat_2_1];[Arrows,Green,Healing Potion Belt,Miners Cap,Green Goggles,Teeth,Pink,Logo,Shield,No Lasers,Angelite,Clown];[0,2,2,8,10,8,0,4];
94;479901;[gematria_3,gematria_30,repeat_2_9];1433454854;[gematria_5,gematria_41,repeat_2_3,multiple_53,multiple_334];[Arrows,Lime,I Love Goblins,Short Hair,Green Eyes,Tongue,Green Nose,Bone,Bat,No Lasers];[6,5,4,0,5,2,0,0];
95;479902;[gematria_4,gematria_31,repeat_2_9];2379843868;[gematria_4,gematria_58,multiple_526];[Bag,Purple,I Love Goblins,Light Bulb,Blue Eyes,Small Tusk,Pink,Spike,Axe,No Lasers];[5,8,2,0,0,3,3,3];
