Index; Block; Patterns; Traits; Powers [Luck,Health,Stealth,Magic,Agility,Defense,Strength,Crafting]; oneOfOneTrait;
19;119361;[gematria_3,gematria_21,repeat_2_1,perfect_square_3,perfect_square_4];[Arrows,Grey,Jade,Short Spikes,Happy,Teeth,Wiggle,Arrow,Oak,No Lasers,Red Hoody,Goblins Love];[0,4,5,4,4,5,0,0];
20;782714;[gematria_2,gematria_29];[Arrows,Red,Tattoos,Candle,Sun Glasses,Open Mouth,Drill,Cross,Oak,No Lasers];[4,5,2,0,2,0,0,6];
21;369410;[gematria_5,gematria_23,multiple_41,multiple_53,multiple_82,multiple_85,multiple_530];[No Back Props,Pantone,Rainbow,Short Spikes,Glasses,Small Tusk,Green Nose,Spear,Oak,No Lasers,Yellow Hoody,Nose2015,Heavy Armor,Feathered War Bonnet];[0,5,2,8,5,7,0,4];
22;906015;[gematria_3,gematria_21,multiple_51,multiple_55,multiple_57,multiple_85,multiple_95,multiple_187,multiple_323,perfect_square_5];[Bag,Black,Naked,Rooster,Lazy,Tongue,Pink,No Earrings,Pickaxe,No Lasers,Red Hoody,Tusk,Booger,Yin Yang,Feathered War Bonnet,Rainbow Joint,White Wolf,Zombie];[6,2,2,22,0,14,0,7];
23;234465;[gematria_6,gematria_24,repeat_2_4,multiple_49,multiple_55,multiple_77,multiple_87,multiple_105,multiple_231];[Bag,Lime,Rainbow,Short Hair,Yellow Eyes,Open Mouth,Mechanic,Bone,Bat,No Lasers,Skull Belt,Horns,Booger,Ancient Staff,Skull Hat,Sapphire];[6,6,12,15,0,0,0,0];
24;846986;[gematria_5,gematria_41,multiple_101];[No Back Props,Mint,Dead Dwarf,Rooster,Blue Eyes,Small Tusk,Wooden,Yellow Bone,Pickaxe,No Lasers,Ruby,Coal];[2,14,2,0,2,0,5,6];
25;397930;[gematria_4,gematria_31];[No Back Props,White,Dead Dwarf,Samurai,Open,Small Tusk,Green Nose,Pirate,No Foreground,No Lasers];[3,5,4,0,7,0,5,0];
26;585659;[gematria_2,gematria_38];[No Back Props,Red,Red Suit,Punk,Sun Glasses,Tooth,Bandage,Cross,Black Wolf,No Lasers];[4,8,2,0,5,0,0,2];
27;561498;[gematria_6,gematria_33,multiple_42,multiple_58,multiple_87,multiple_922];[Bag,Striped,Rainbow,Miners Cap,Glasses,Tooth,Bandage,Spear,Shield,No Lasers,Pirate Hat,Tiger,Skull Hat];[4,2,14,2,3,3,0,2];Nautical Nemesis
28;385318;[gematria_1,gematria_28,multiple_41,multiple_74,multiple_82];[Bag,Red,Jade,Punk,Sun Glasses,Small Tusk,Green Nose,Cross,Black Wolf,No Lasers,Yellow Hoody,Sword Foreground,Heavy Armor];[7,7,2,0,0,7,8,2];Nautical Nemesis
29;520996;[gematria_4,gematria_31,repeat_2_9,multiple_46,multiple_92,multiple_322];[No Back Props,Green,Dead Dwarf,Bald,Red Eyes,Tooth,Bandage,Logo,No Foreground,No Lasers,Rubix,Patch];[4,4,2,0,4,2,3,7];Nautical Nemesis
30;717211;[gematria_1,gematria_19,repeat_2_1];[Arrows,Grey,Compass,Samurai,Happy,Open Mouth,Drill,Arrow,No Foreground,No Lasers,Gold];[0,7,4,0,4,0,0,4];Nautical Nemesis
31;568843;[gematria_7,gematria_34,repeat_2_8];[No Back Props,Pantone,I Love Goblins,Spikes,Glasses,Tooth,Bandage,Spear,Shield,No Lasers];[5,4,2,0,5,5,0,2];Nautical Nemesis
32;596027;[gematria_2,gematria_29];[Arrows,White,Naked,Rooster,Open,Tooth,Bandage,Pirate,Pickaxe,No Lasers];[6,4,2,0,5,0,5,0];Nautical Nemesis
33;438246;[gematria_9,gematria_27,multiple_97];[No Back Props,Lime,Compass,Spikes,Yellow Eyes,Tongue,Yellow Nose,Bone,Shield,No Lasers,Carrot];[0,12,2,0,2,7,0,2];Nautical Nemesis
34;194434;[gematria_7,gematria_25,repeat_2_4];[Arrows,White,Rainbow,Short Hair,Open,Teeth,Wiggle,Pirate,Bat,No Lasers,Skull Belt];[0,2,10,0,8,3,2,0];Nautical Nemesis
35;861299;[gematria_8,gematria_35,repeat_2_9];[No Back Props,Pantone,Compass,Miners Cap,Glasses,Small Tusk,Wooden,Spear,Shield,No Lasers];[0,5,2,0,5,3,0,8];Nautical Nemesis
36;850309;[gematria_7,gematria_25];[No Back Props,Orange,Jade,Bald,Green Eyes,Small Tusk,Wooden,Smoke,No Foreground,No Lasers];[2,6,2,6,4,0,0,2];Nautical Nemesis
37;619787;[gematria_2,gematria_38];[Arrows,Grey,Tattoos,Short Spikes,Happy,Teeth,Cream,Arrow,Oak,No Lasers];[2,4,2,0,6,5,0,0];Nautical Nemesis
38;989337;[gematria_3,gematria_39,repeat_2_3];[Arrows,Red,Jade,Short Spikes,Sun Glasses,Tongue,Pink,Cross,Oak,No Lasers,Striped];[2,4,7,3,2,2,0,2];Nautical Nemesis
39;735364;[gematria_1,gematria_28];[Arrows,Lime,Jade,Punk,Yellow Eyes,Open Mouth,Drill,Bone,Black Wolf,No Lasers];[0,8,2,3,5,2,0,2];Nautical Nemesis
40;460731;[gematria_3,gematria_21,multiple_57,multiple_59,multiple_177];[Arrows,Pantone,Tattoos,Bald,Glasses,Tongue,Yellow Nose,Spear,No Foreground,No Lasers,Red Hoody,Yin Yang,Calico,Wizard Hat];[0,2,2,19,10,0,0,2];Nautical Nemesis
41;338218;[gematria_7,gematria_25,repeat_2_3,multiple_526];[Bag,Lime,Compass,Spikes,Yellow Eyes,Small Tusk,Green Nose,Bone,Shield,No Lasers,Striped];[5,4,7,0,0,7,0,2];Nautical Nemesis
42;537332;[gematria_5,gematria_23,repeat_2_3];[Bag,Lime,Jade,Samurai,Yellow Eyes,Tooth,Bandage,Bone,No Foreground,No Lasers,Striped];[4,3,9,3,2,2,0,0];Nautical Nemesis
43;235770;[gematria_6,gematria_24,repeat_2_7,multiple_58,multiple_87,contains_70];[No Back Props,Lime,Tattoos,Punk,Yellow Eyes,Open Mouth,Mechanic,Bone,Black Wolf,No Lasers,Tiger,Skull Hat];[2,4,9,5,5,2,0,3];Nautical Nemesis
44;249225;[gematria_6,gematria_24,repeat_2_2,multiple_75,perfect_square_3];[Bag,Mint,Compass,Short Spikes,Blue Eyes,Open Mouth,Mechanic,Yellow Bone,Oak,No Lasers,Purple,Robot Hand];[7,4,2,0,0,2,2,13];Nautical Nemesis
45;875402;[gematria_8,gematria_26];[Bag,Purple,Rainbow,Punk,Green Goggles,Small Tusk,Wooden,Spike,Black Wolf,No Lasers];[2,7,2,2,3,3,0,4];Nautical Nemesis
46;711911;[gematria_2,gematria_20,repeat_2_1,multiple_89,multiple_421];[Arrows,Grey,Dead Dwarf,Miners Cap,Happy,Open Mouth,Drill,Arrow,Shield,No Lasers,Blue Hoody,GG];[0,5,9,0,8,3,0,4];Nautical Nemesis
47;860724;[gematria_9,gematria_27];[Arrows,Pantone,Tattoos,Bald,Glasses,Small Tusk,Wooden,Spear,No Foreground,No Lasers];[4,5,2,0,7,0,0,4];Nautical Nemesis
48;198061;[gematria_7,gematria_25,multiple_53,multiple_101];[Arrows,White,Naked,Spikes,Open,Teeth,Wiggle,Pirate,Shield,No Lasers,Nose2015,Coal];[2,2,2,0,5,8,2,6];Nautical Nemesis
49;375093;[gematria_9,gematria_27];[No Back Props,Purple,Naked,Punk,Green Goggles,Small Tusk,Green Nose,Spike,Black Wolf,No Lasers];[5,7,2,0,5,3,0,2];Nautical Nemesis
50;897669;[gematria_9,gematria_45,repeat_2_6];[No Back Props,White,Red Suit,Samurai,Open,Small Tusk,Wooden,Pirate,No Foreground,No Lasers];[0,7,4,0,7,0,2,2];Nautical Nemesis
51;906254;[gematria_8,gematria_26,multiple_47,multiple_94,perfect_square_3];[Arrows,Black,Compass,Rooster,Lazy,Tongue,Pink,No Earrings,Pickaxe,No Lasers,Fire Eyes,Orange Beard];[2,4,2,0,2,4,9,8];Nautical Nemesis
52;363370;[gematria_4,gematria_22,repeat_2_3,multiple_58,multiple_179,contains_70];[No Back Props,Pantone,Jade,Light Bulb,Glasses,Small Tusk,Green Nose,Spear,Axe,No Lasers,Striped,Tiger,Diamond Eyes];[12,3,7,3,5,0,3,3];Nautical Nemesis
53;558156;[gematria_3,gematria_30,repeat_2_5];[No Back Props,Orange,Healing Potion Belt,Spikes,Green Eyes,Tooth,Bandage,Smoke,Shield,No Lasers,Bowl Hat];[7,7,2,3,2,3,0,0];Nautical Nemesis
54;527622;[gematria_6,gematria_24,repeat_2_2,multiple_47,multiple_94];[Bag,Green,Red Suit,Samurai,Red Eyes,Tooth,Bandage,Logo,No Foreground,No Lasers,Purple,Fire Eyes,Orange Beard];[7,4,4,0,2,2,6,6];Nautical Nemesis
55;785847;[gematria_3,gematria_39,multiple_41];[Arrows,Red,I Love Goblins,Punk,Sun Glasses,Open Mouth,Drill,Cross,Black Wolf,No Lasers,Yellow Hoody];[2,7,6,0,5,0,0,4];Nautical Nemesis
56;936423;[gematria_9,gematria_27];[No Back Props,Lime,Rainbow,Rooster,Yellow Eyes,Tongue,Pink,Bone,Pickaxe,No Lasers];[2,7,2,2,2,2,3,0];Nautical Nemesis
57;256786;[gematria_7,gematria_34,perfect_square_3];[No Back Props,Orange,Tattoos,Rooster,Green Eyes,Open Mouth,Mechanic,Smoke,Pickaxe,No Lasers];[4,6,2,3,2,0,3,3];Nautical Nemesis
58;717565;[gematria_4,gematria_31];[Bag,Grey,Grey Suit,Samurai,Happy,Open Mouth,Drill,Arrow,No Foreground,No Lasers];[2,7,6,0,4,0,0,2];Nautical Nemesis
59;611415;[gematria_9,gematria_18,repeat_2_1,multiple_45,multiple_105,multiple_189];[Bag,Grey,Rainbow,Miners Cap,Happy,Teeth,Cream,Arrow,Shield,No Lasers,Time Bomb,Sword,Sapphire,Day Lasers];[9,4,0,9,2,6,0,7];Nautical Nemesis
60;843254;[gematria_8,gematria_26];[Arrows,Mint,Compass,Light Bulb,Blue Eyes,Small Tusk,Wooden,Yellow Bone,Axe,No Lasers];[0,6,2,0,2,0,5,7];Nautical Nemesis
61;365555;[gematria_2,gematria_29,repeat_2_5,repeat_3_5,repeat_4_5];[Bag,Pantone,Grey Suit,Punk,Glasses,Small Tusk,Green Nose,Spear,Black Wolf,No Lasers,Bowl Hat];[10,5,4,0,6,0,0,2];Nautical Nemesis
62;390088;[gematria_1,gematria_28,repeat_2_0,repeat_2_8,perfect_square_3];[Bag,White,Naked,Bald,Open,Small Tusk,Green Nose,Pirate,No Foreground,No Lasers];[9,5,2,0,5,0,2,0];Nautical Nemesis
63;311679;[gematria_9,gematria_27,repeat_2_1];[No Back Props,Grey,Red Suit,Miners Cap,Happy,Small Tusk,Green Nose,Arrow,Shield,No Lasers];[3,9,2,0,4,3,0,2];Nautical Nemesis
64;330415;[gematria_7,gematria_16,repeat_2_3];[Bag,Lime,Rainbow,Bald,Yellow Eyes,Small Tusk,Green Nose,Bone,No Foreground,No Lasers,Pot of Gold,Striped];[15,4,7,2,2,2,0,0];Nautical Nemesis
65;279510;[gematria_6,gematria_24,multiple_42,multiple_55,multiple_77,multiple_105,multiple_231,multiple_330];[No Back Props,Purple,Grey Suit,Short Spikes,Green Goggles,Open Mouth,Mechanic,Spike,Oak,No Lasers,Pirate Hat,Booger,Ancient Staff,Sapphire];[4,5,11,15,2,0,0,2];Nautical Nemesis
66;585104;[gematria_5,gematria_23,multiple_52,multiple_58,multiple_97,multiple_104,multiple_232];[Arrows,Red,Healing Potion Belt,Punk,Sun Glasses,Tooth,Bandage,Cross,Black Wolf,No Lasers,White Beard,Tiger,Carrot,Golden Loop];[4,11,2,5,5,0,5,2];Nautical Nemesis
67;193435;[power_of_7_3,gematria_7,gematria_25,multiple_55];[Big Bomb,White,Rainbow,Light Bulb,Open,Teeth,Wiggle,Pirate,Axe,No Lasers,Booger];[4,2,2,2,3,3,5,9];Emerald Eruption
68;160088;[gematria_5,gematria_23,repeat_2_0,repeat_2_8,perfect_square_4];[Bag,Pantone,Naked,Bald,Glasses,Teeth,Wiggle,Spear,No Foreground,No Lasers,Goblins Love];[8,2,5,0,5,3,0,2];Emerald Eruption
69;322392;[gematria_3,gematria_21,repeat_2_2,multiple_42,multiple_56,multiple_57,multiple_76,multiple_84,multiple_101,multiple_228,multiple_532];[Bag,Green,Jade,Candle,Red Eyes,Small Tusk,Green Nose,Logo,Oak,No Lasers,Red Hoody,Purple,Pirate Hat,Poison Potion,Yin Yang,Martech Hammer,Crown,Coal];[15,4,2,4,0,2,8,6];Emerald Eruption
70;192804;[gematria_6,gematria_24];[Arrows,White,I Love Goblins,Candle,Open,Teeth,Wiggle,Pirate,Oak,No Lasers];[3,2,5,0,5,3,2,2];Emerald Eruption
71;770643;[gematria_9,gematria_27,repeat_2_7,contains_70];[No Back Props,Purple,Red Suit,Bald,Green Goggles,Open Mouth,Drill,Spike,No Foreground,No Lasers];[2,7,2,0,4,3,0,4];Emerald Eruption
72;947701;[gematria_1,gematria_28,repeat_2_7,contains_70];[Arrows,Mint,Tattoos,Samurai,Blue Eyes,Tongue,Pink,Yellow Bone,No Foreground,No Lasers];[2,7,4,0,4,0,2,0];Emerald Eruption
73;878468;[gematria_5,gematria_41,multiple_58,perfect_square_3];[Bag,Purple,Rainbow,Spikes,Green Goggles,Small Tusk,Wooden,Spike,Shield,No Lasers,Ruby,Tiger];[2,11,2,5,0,8,0,4];Emerald Eruption
74;188645;[gematria_5,gematria_32,repeat_2_8];[Bag,Red,Red Suit,Spikes,Sun Glasses,Teeth,Wiggle,Cross,Shield,No Lasers];[4,4,5,0,0,8,0,2];Emerald Eruption
75;804766;[gematria_4,gematria_31,repeat_2_6];[No Back Props,Black,Tattoos,Short Hair,Lazy,Small Tusk,Wooden,No Earrings,Bat,No Lasers];[2,7,4,0,5,4,0,2];Emerald Eruption
76;449236;[gematria_1,gematria_28,repeat_2_4,multiple_46,multiple_76,multiple_92];[No Back Props,Mint,Compass,Short Spikes,Blue Eyes,Tongue,Yellow Nose,Yellow Bone,Oak,No Lasers,Skull Belt,Rubix,Martech Hammer,Patch];[0,4,5,0,5,2,10,7];Emerald Eruption
77;422388;[gematria_9,gematria_27,repeat_2_2,repeat_2_8,multiple_54,multiple_108];[Bag,Green,Jade,Candle,Red Eyes,Tongue,Yellow Nose,Logo,Oak,No Lasers,Purple,Nose Ring,Skull Earrings];[16,3,2,3,0,0,0,2];Emerald Eruption
78;158468;[gematria_5,gematria_32,multiple_229];[Bag,Orange,Rainbow,Spikes,Green Eyes,Teeth,Wiggle,Smoke,Shield,No Lasers];[2,3,5,5,0,8,0,0];Emerald Eruption
79;951350;[gematria_5,gematria_23,multiple_50,multiple_53,multiple_530];[No Back Props,Orange,Jade,Miners Cap,Green Eyes,Tongue,Pink,Smoke,Shield,No Lasers,Angelite,Nose2015];[0,5,2,3,10,3,0,4];Emerald Eruption
80;894224;[gematria_2,gematria_29,repeat_2_2];[Arrows,White,Compass,Short Hair,Open,Small Tusk,Wooden,Pirate,Bat,No Lasers,Purple];[5,3,4,0,8,0,2,4];Emerald Eruption
81;861745;[gematria_4,gematria_31,multiple_47,multiple_95];[Bag,Pantone,Tattoos,Miners Cap,Glasses,Small Tusk,Wooden,Spear,Shield,No Lasers,Fire Eyes,Rainbow Joint];[4,2,2,0,3,3,6,11];Emerald Eruption
82;120476;[gematria_2,gematria_20];[No Back Props,Green,Rainbow,Bald,Red Eyes,Teeth,Wiggle,Logo,No Foreground,No Lasers,Blue Hoody];[2,3,5,0,8,5,0,0];Emerald Eruption
83;549545;[gematria_5,gematria_32];[Bag,Mint,Grey Suit,Short Spikes,Blue Eyes,Tooth,Bandage,Yellow Bone,Oak,No Lasers];[4,5,4,0,0,2,2,0];Emerald Eruption
84;687118;[gematria_4,gematria_31,repeat_2_1];[Bag,Red,Healing Potion Belt,Samurai,Sun Glasses,Teeth,Cream,Cross,No Foreground,No Lasers];[4,4,4,0,4,3,0,2];Emerald Eruption
85;364206;[gematria_3,gematria_21,multiple_101,contains_420];[No Back Props,Pantone,Compass,Short Hair,Glasses,Small Tusk,Green Nose,Spear,Bat,No Lasers,Red Hoody,Coal];[0,5,4,4,8,0,0,8];Emerald Eruption
86;292901;[gematria_5,gematria_23];[Arrows,White,Dead Dwarf,Candle,Open,Open Mouth,Mechanic,Pirate,Oak,No Lasers];[0,5,2,0,5,0,5,5];Emerald Eruption
87;762660;[gematria_9,gematria_27,repeat_2_6,multiple_45,multiple_57,multiple_60,multiple_76,multiple_90,multiple_95,multiple_180,multiple_223,multiple_228];[No Back Props,Pantone,Red Suit,Candle,Glasses,Open Mouth,Drill,Spear,Oak,No Lasers,Sword,Yin Yang,Green Hoody,Martech Hammer,Fronk,Rainbow Joint,Golden Tooth];[9,4,10,5,2,0,12,4];Emerald Eruption
88;182510;[gematria_8,gematria_17];[No Back Props,Red,Grey Suit,Candle,Sun Glasses,Teeth,Wiggle,Cross,Oak,No Lasers,Kings Suit];[2,2,5,0,2,3,10,4];Emerald Eruption
89;955610;[fibonacci_3,gematria_8,gematria_26,repeat_2_5];[No Back Props,Orange,Red Suit,Punk,Green Eyes,Tongue,Pink,Smoke,Black Wolf,No Lasers,Leather Hat,Bowl Hat];[0,9,2,3,5,6,0,0];Emerald Eruption
90;462537;[gematria_9,gematria_27,multiple_333,perfect_square_3];[Arrows,Pantone,Grey Suit,Candle,Glasses,Tongue,Yellow Nose,Spear,Oak,No Lasers];[0,4,4,0,8,0,0,4];Emerald Eruption
91;976001;[gematria_5,gematria_23,repeat_2_0];[Arrows,Purple,Naked,Rooster,Green Goggles,Tongue,Pink,Spike,Pickaxe,No Lasers];[4,6,2,0,2,3,3,2];Emerald Eruption
92;747971;[gematria_8,gematria_35];[Arrows,Mint,Dead Dwarf,Samurai,Blue Eyes,Open Mouth,Drill,Yellow Bone,No Foreground,No Lasers];[0,6,4,0,4,0,5,2];Emerald Eruption
93;826464;[gematria_3,gematria_30,multiple_48,multiple_96];[Arrows,Green,Rainbow,Rooster,Red Eyes,Small Tusk,Wooden,Logo,Pickaxe,No Lasers,Special Glasses,Missing Tooth];[7,2,2,2,2,2,3,9];Emerald Eruption
94;326700;[gematria_9,gematria_18,repeat_2_0,multiple_44,multiple_45,multiple_50,multiple_54,multiple_55,multiple_60,multiple_75,multiple_90,multiple_99,multiple_100,multiple_108,multiple_180,multiple_220,multiple_225,multiple_330,contains_70];[No Back Props,Green,Tattoos,Rooster,Red Eyes,Small Tusk,Green Nose,Logo,Pickaxe,No Lasers,Time Bomb,X Earrings,Sword,Angelite,Nose Ring,Booger,Green Hoody,Robot Hand,Fronk,Bone Nose,Clown,Skull Earrings,Golden Tooth];[17,2,10,0,8,8,0,13];Emerald Eruption
95;488412;[gematria_9,gematria_27,repeat_2_8,perfect_square_3,perfect_square_5];[Bag,Red,Rainbow,Spikes,Sun Glasses,Tongue,Yellow Nose,Cross,Shield,No Lasers,Zombie];[4,2,2,2,3,15,0,2];Emerald Eruption
96;903315;[gematria_3,gematria_21,repeat_2_3,multiple_49,multiple_105];[Bag,Black,Jade,Light Bulb,Lazy,Tongue,Pink,No Earrings,Axe,No Lasers,Red Hoody,Striped,Horns,Sapphire];[2,6,7,11,0,0,8,0];Emerald Eruption
97;597424;[gematria_4,gematria_31];[Arrows,White,Rainbow,Samurai,Open,Tooth,Bandage,Pirate,No Foreground,No Lasers];[2,4,4,2,7,0,2,0];Emerald Eruption
98;949023;[gematria_9,gematria_27];[No Back Props,Mint,Naked,Short Spikes,Blue Eyes,Tongue,Pink,Yellow Bone,Oak,No Lasers];[2,7,2,0,2,2,2,0];Emerald Eruption
99;979679;[gematria_2,gematria_47,multiple_79];[No Back Props,Striped,Red Suit,Short Spikes,Green Goggles,Tongue,Pink,Spike,Oak,No Lasers,Scarf];[0,4,7,7,2,5,0,2];Infernal Stripes
100;506448;[gematria_9,gematria_27,repeat_2_4,multiple_48];[Bag,Black,Rainbow,Rooster,Lazy,Tooth,Bandage,No Earrings,Pickaxe,No Lasers,Skull Belt,Special Glasses];[6,4,5,0,0,4,3,7];Infernal Stripes
101;999561;[gematria_3,gematria_39,repeat_2_9,repeat_3_9];[Arrows,White,Grey Suit,Short Spikes,Open,Tongue,Pink,Pirate,Oak,No Lasers,Golden];[6,4,4,0,5,2,2,0];Infernal Stripes
102;762404;[gematria_5,gematria_23,multiple_46,multiple_92];[Arrows,Pantone,Rainbow,Candle,Glasses,Open Mouth,Drill,Spear,Oak,No Lasers,Rubix,Patch];[0,5,2,2,5,0,0,11];Infernal Stripes
103;208062;[gematria_9,gematria_18,multiple_54];[Bag,Black,Naked,Spikes,Lazy,Open Mouth,Mechanic,No Earrings,Shield,No Lasers,Time Bomb,Nose Ring];[5,7,2,0,0,9,0,5];Infernal Stripes
104;298021;[gematria_4,gematria_22];[Arrows,White,Naked,Spikes,Open,Open Mouth,Mechanic,Pirate,Shield,No Lasers];[2,5,2,0,5,5,2,3];Infernal Stripes
105;633679;[gematria_7,gematria_34,repeat_2_3];[No Back Props,Lime,Red Suit,Light Bulb,Yellow Eyes,Teeth,Cream,Bone,Axe,No Lasers,Striped];[0,3,7,0,4,5,3,3];Infernal Stripes
106;986069;[gematria_2,gematria_38];[No Back Props,Red,Naked,Rooster,Sun Glasses,Tongue,Pink,Cross,Pickaxe,No Lasers];[6,6,2,0,2,0,3,2];Infernal Stripes
107;476858;[gematria_2,gematria_38];[Bag,Purple,I Love Goblins,Rooster,Green Goggles,Tongue,Yellow Nose,Spike,Pickaxe,No Lasers];[7,4,2,0,3,3,3,2];Infernal Stripes
108;347930;[gematria_8,gematria_26,multiple_55];[No Back Props,Mint,Dead Dwarf,Samurai,Blue Eyes,Small Tusk,Green Nose,Yellow Bone,No Foreground,No Lasers,Booger];[4,6,4,0,4,0,5,0];Infernal Stripes
109;926157;[gematria_3,gematria_30];[Arrows,Green,Healing Potion Belt,Rooster,Red Eyes,Tongue,Pink,Logo,Pickaxe,No Lasers];[2,9,2,0,2,2,3,0];Infernal Stripes
110;149455;[gematria_1,gematria_28,repeat_2_5,multiple_421];[Bag,Mint,Rainbow,Short Spikes,Blue Eyes,Teeth,Wiggle,Yellow Bone,Oak,No Lasers,Bowl Hat];[7,3,5,2,0,3,2,0];Infernal Stripes
111;246542;[gematria_5,gematria_23];[Bag,Mint,Grey Suit,Rooster,Blue Eyes,Open Mouth,Mechanic,Yellow Bone,Pickaxe,No Lasers];[4,6,4,0,0,0,5,3];Infernal Stripes
112;342733;[gematria_4,gematria_22,repeat_2_3];[No Back Props,Mint,Tattoos,Candle,Blue Eyes,Small Tusk,Green Nose,Yellow Bone,Oak,No Lasers,Striped];[5,4,7,0,2,0,2,2];Infernal Stripes
113;177906;[gematria_3,gematria_30,repeat_2_7];[No Back Props,Purple,Dead Dwarf,Samurai,Green Goggles,Teeth,Wiggle,Spike,No Foreground,No Lasers];[0,2,7,0,4,6,3,2];Infernal Stripes
114;869627;[gematria_2,gematria_38];[Arrows,Pantone,Red Suit,Short Spikes,Glasses,Small Tusk,Wooden,Spear,Oak,No Lasers];[0,7,2,0,5,2,0,4];Infernal Stripes
